game_id	game_name	game_engines	game_genres	game_platforms
3057	Wet	9;12;	5;	9;12;
135757	Be You 2	6;	12;13;31;32;34;	6;
12789	SWIV	15;16;22;25;27;63;	5;	15;16;22;25;27;63;
25367	Tom Clancy's Splinter Cell: Conviction - Deluxe Edition	6;	5;31;	6;
149683	Ninety Days	6;	31;32;	6;
48118	Totally Rad	18;	8;	18;
9742	Slamscape	6;7;	5;	6;7;
20898	Undertow	12;	31;	12;
7586	King Arthur II: The Role-Playing Wargame	6;	11;12;15;16;	6;
9735	Battleship: Surface Thunder	6;	5;33;	6;
121853	Opening Up	undefined	31;	undefined
153748	Armed Emeth	6;34;39;48;49;130;169;	12;13;15;31;32;	6;34;39;48;49;130;169;
152867	the secret of dyes	6;	15;32;	6;
13657	Dungeon Travelers 2: The Royal Library & the Monster Seal	38;46;	12;	38;46;
174277	Relumine	39;	undefined	39;
174270	Doggo Dungeon	39;	undefined	39;
8763	Crimzon Clover: World Ignition	6;	5;32;33;	6;
152709	Oroborus: Planes Of The Dead	undefined	13;31;32;	undefined
12809	Valhalla: Before the War	16;	9;31;	16;
3595	San Francisco Rush: Extreme Racing	4;7;52;	10;	4;7;52;
152873	Arcade Boy	6;	31;32;	6;
7236	Viva Piñata	6;12;	13;15;	6;12;
111206	Talk to Strangers	3;6;14;	2;13;32;34;	3;6;14;
123816	Dark Veer	130;	13;31;32;	130;
8344	Operation Thunderstorm	6;	5;	6;
13772	The Famous Five: Kidnapped	6;	2;9;31;	6;
145266	Darkwing Duck	86;	8;	86;
18773	Survival Run	59;	5;	59;
164744	Firework: A Modern Tale	49;	undefined	49;
53359	Middle-earth: Shadow of War - Gold Edition	6;48;49;	12;31;	6;48;49;
88848	Blue Block	undefined	undefined	undefined
152864	I Remember the Light	3;6;14;	8;9;32;	3;6;14;
142091	The Dark Stares Back	6;125;	15;32;	6;125;
152870	Puzzle & Maze	6;	32;	6;
152869	Rhythm Hero	6;	31;32;	6;
103301	Wolfenstein: Youngblood	6;48;49;130;170;	5;31;	6;48;49;130;170;
94791	Trivia Vault: Classic Rock Trivia	6;	13;15;32;	6;
121372	Samurai of Hyuga Book 4	3;6;14;	12;31;32;	3;6;14;
12761	Pools of Darkness	13;16;	12;31;	13;16;
80451	Battle Royale Trainer	6;	5;13;31;	6;
23693	Spy Kids 3-D: Game Over	24;	8;	24;
57012	Etrian Odyssey Nexus	37;	12;31;	37;
178398	Mega Man 11: Amiibo Edition	130;	8;	130;
12807	The Untouchables	13;15;16;25;26;27;63;	5;8;	13;15;16;25;26;27;63;
12764	Shadow Sorcerer	13;16;63;	12;15;31;	13;16;63;
4330	Space Hulk: Vengeance of the Blood Angels	6;7;32;50;	11;15;24;	6;7;32;50;
174274	MontanaBlack Kylo's Rescue	39;	undefined	39;
118556	Jurassic World Evolution: Deluxe Edition	49;	undefined	49;
174268	Shred BackCountry	39;	undefined	39;
174269	Access Code Zero	39;	undefined	39;
101285	Sandbox Showdown	6;	32;	6;
12737	Kantai Collection	82;	13;16;	82;
149676	Reshaping Mars	6;	13;15;32;	6;
76723	Mega Man 11	6;48;49;130;	5;8;	6;48;49;130;
151778	Online Yuki Gassen DX	34;39;	32;	34;39;
152865	Operation F.A.T.E.	6;	31;	6;
149677	Citadale: The Awakened Spirit	undefined	31;32;	undefined
20814	Tail of the Sun	7;	undefined	7;
20738	Grid Runner	6;7;32;	5;33;	6;7;32;
152859	subROV	6;	13;31;32;	6;
167160	Mega Man 11: Collector's Package	48;130;	8;	48;130;
145840	Zombie High School	34;39;	5;	34;39;
168048	Sophistry: Live2D	undefined	13;31;32;34;	undefined
17769	The Collider	3;6;14;	10;	3;6;14;
164700	Bone Marrow: Console Edition	49;169;	undefined	49;169;
164714	Space Engineers: Ultimate Edition 2020	49;	undefined	49;
86470	Please Love My Computer Game	6;	31;32;	6;
164614	Monster Jam Steel Titans Power Out Bundle	49;	undefined	49;
168058	Reboot: Froth	undefined	31;32;	undefined
152872	Chess Mega Bundle	6;	15;	6;
174257	Shootin Star	39;	undefined	39;
120084	Football School	6;	13;15;32;	6;
149687	King and Kingdoms	undefined	15;	undefined
152874	Japanese Puzzle	6;	15;32;	6;
48026	Pinball Quest	18;	30;	18;
149686	Under the Counter	undefined	31;	undefined
12203	Rick Dangerous 2	13;15;16;25;26;63;	8;	13;15;16;25;26;63;
18744	Chronicles of Osgorth: The Shattered Alliance	65;75;	13;15;16;	65;75;
93682	Seek Or Die	6;	32;	6;
168047	Physics Sandbox VR	undefined	undefined	undefined
80963	Plox Neon	6;14;34;39;48;	9;15;32;33;	6;14;34;39;48;
85362	Race to the Line	37;	10;14;	37;
39244	Shadow Fight 2	34;39;130;	4;12;	34;39;130;
168550	Let's Sing 2022	48;49;130;167;169;	7;	48;49;130;167;169;
20769	SingStar Bollywood	8;	7;	8;
66168	Dragon Pink: The Hero Castle	149;	12;	149;
168046	Shuzzler	undefined	32;	undefined
19807	NFL Blitz	9;12;	14;33;	9;12;
21736	Lord of Arcana	38;	12;	38;
151805	Predator and Wreck	6;	undefined	6;
19730	Duke Nukem 3D: Kill-A-Ton Collection	13;	5;	13;
22769	Serpentine	13;15;65;71;75;	9;33;	13;15;65;71;75;
168049	Speed	undefined	31;32;	undefined
151736	Black Cat Explores Minds	6;	32;	6;
18739	Invaders from Hyperspace!	133;	5;33;	133;
176149	The Greatest Survival	undefined	31;	undefined
136748	Gendai Daisenryaku 2020: Yureru Sekai Chitsujo! Taikoku no Yabou to Sekai Taisen	48;	15;	48;
10813	Save The Furries	5;6;	undefined	5;6;
27733	2029 Online	undefined	11;12;15;	undefined
19744	Robotica	32;	5;	32;
36492	The Sheltered	6;	31;32;	6;
138967	Mechblaze	6;	5;8;32;	6;
30281	Santa's Special Delivery	3;6;14;	32;	3;6;14;
27768	Warhammer 40,000: Dawn of War III - Collector's Edition	6;	11;	6;
57861	Oz: Broken Kingdom	34;39;	16;	34;39;
18741	The Warp Factor	13;75;	13;	13;75;
28810	Line Rider	34;39;82;	9;32;	34;39;82;
48880	Tetsudou-Oh	99;	15;26;	99;
148249	Sayonara Golden Days	undefined	32;	undefined
156043	Save 2020	undefined	31;32;	undefined
133425	Pirates: Mystery of the Skeletons Island	undefined	31;32;	undefined
29822	Archipelago: Navigable VR Comic	6;	32;	6;
24728	Lords of the Fallen: Game of the Year Edition	6;	12;25;	6;
59571	Sapphire Yours	3;6;14;	32;	3;6;14;
151762	1f y0u’re a gh0st ca11 me here!	6;	2;31;34;	6;
36878	Tomb Raider	22;	8;31;	22;
138983	L.O.L. Surprise! Remix: We Rule The World	130;	13;31;	130;
129294	The Sperminator: Rescuing Tzar Vlad	6;	31;32;	6;
19800	The Timeless Battle	6;	12;	6;
20784	Birth of America II: Wars in America 1750-1815	undefined	undefined	undefined
22804	Invasion From Beyond	7;	5;	7;
149692	Metal Tales: Overkill	undefined	32;	undefined
138730	Sanguine Melancholia	undefined	15;32;	undefined
43181	Trophy Fishing 2	6;	13;14;	6;
25732	Pressure Cooker	59;	33;	59;
35237	Path to the Sky	6;14;	8;12;31;32;	6;14;
150323	Sasel RPG	6;	31;32;	6;
146491	Fiona Finch and the Finest Flowers	undefined	undefined	undefined
90278	Save One More	6;	31;32;	6;
108012	Savage Vessels	undefined	32;	undefined
20867	Rekoil: Liberator	12;	5;	12;
132792	Saturn Quest: Shadow of Planetus	undefined	31;32;	undefined
23822	Mechanic Master	20;	9;	20;
77968	Plants vs. Zombies Adventures	undefined	13;15;	undefined
14434	The Games: Winter Challenge	13;	14;	13;
19741	Foreman for Real	19;29;33;35;	14;	19;29;33;35;
24767	Rescue 2013: Everyday Heroes	6;	12;13;	6;
20735	Wheels of Destruction	9;	5;10;	9;
48882	Taro's Quest	99;	12;	99;
28768	Shoot The Rocks	34;39;82;	5;32;33;	34;39;82;
26799	Independent Days	82;	33;	82;
88563	Croc's World 3	6;48;74;130;	8;31;33;	6;48;74;130;
21816	High Velocity Bowling	9;	13;14;	9;
154802	Shisen-shou: Match-Mania	33;	15;35;	33;
23811	Gangland	6;	11;12;13;31;	6;
75240	Erica	6;48;	31;32;	6;48;
62475	Santa Tracker	3;6;14;130;	13;	3;6;14;130;
33809	Nuts!: Battle of the Bulge	6;14;	15;	6;14;
90568	MOORHUHN | CRAZY CHICKEN strikes back	undefined	15;32;	undefined
151669	Relaxing Rain Sounds: Amayadori	34;39;	32;34;	34;39;
25801	Ganja Farmer	13;	5;33;	13;
59737	ZeroRanger	6;	5;33;	6;
127519	Sapper	undefined	32;	undefined
27773	Purgatory	6;	12;15;31;32;	6;
160086	Save Iron Globe	undefined	31;32;	undefined
168059	Rrrr3	6;	8;32;	6;
75613	Cove Point Fun Center VR	6;	14;32;	6;
26784	Rollercoaster Dreams	48;	13;	48;
150469	Save the girls Action	undefined	13;31;32;	undefined
43733	Power Rangers Zeo - Full Tilt Battle Pinball	7;	13;30;	7;
164735	Heroes & Villains Bundle	49;169;	undefined	49;169;
164690	Sniper Ghost Warrior Contracts 2: Deluxe Arsenal Edition	49;	undefined	49;
11853	God Eater 2	38;46;	5;12;31;	38;46;
32768	Uprising: Join or Die	6;	5;11;15;	6;
88382	Pichon	3;6;34;39;	8;9;32;	3;6;34;39;
110664	Ribbon Racer	undefined	10;	undefined
26767	Kluno: A Kid's Dream	34;	9;	34;
134482	Santa Monica Paradise	6;14;	32;34;	6;14;
111328	Shinsou Noise: Jushin Tantei no Jikenbo	48;	34;	48;
25800	Daffy Duck: Fowl Play	22;	8;	22;
149700	Lonely Red Night	undefined	15;32;	undefined
163032	Saturday Morning Sandbox	undefined	10;31;32;	undefined
156225	Save the Octo	6;	13;32;	6;
126718	Into The Maze	undefined	31;32;	undefined
34768	The Deletion	6;14;	32;	6;14;
35955	stratO	6;	13;32;	6;
28764	StratoBash	3;6;14;	12;32;	3;6;14;
26731	Mega Bloks Halo	12;	5;31;	12;
7738	Might and Magic: World of Xeen	13;14;	12;31;	13;14;
157032	Saving Punyville	undefined	31;32;	undefined
113036	They That Feast	undefined	31;32;	undefined
144694	Vestiges	82;	32;	82;
23737	Asheron's Call 2: Fallen Kings	6;	12;	6;
168062	Siren Head Hentai Edition	undefined	13;31;32;	undefined
