game_id	game_name	game_engines	game_genres	game_platforms
67899	Hidden Object - Tools	6;	9;15;31;32;	6;
176540	Boats.io	undefined	5;	undefined
81657	Jump to the circle	6;	32;	6;
176536	DRMS-04	undefined	undefined	undefined
91980	Amina's Kitchen	undefined	undefined	undefined
45491	Courier Crisis	7;32;	undefined	7;32;
90966	Zalinville MG	undefined	undefined	undefined
109198	HypnoFamily Game	undefined	undefined	undefined
85927	Big Top	undefined	undefined	undefined
39236	Soccer Spirits 2	34;	12;14;15;	34;
57963	Lost in the City: Post Scriptum	undefined	undefined	undefined
58848	Licca-chan ni Naritai!	undefined	undefined	undefined
70952	Magnetic Crane	undefined	9;13;	undefined
148440	Sophie	3;6;14;	8;12;31;32;	3;6;14;
176541	#Notifications	undefined	undefined	undefined
125095	aMAZE Gears 2	6;	32;	6;
107790	Puppy Chef Academy	6;	13;32;	6;
159524	Vegteria	undefined	13;32;	undefined
57593	Cheerios Play Time	undefined	undefined	undefined
150176	Soulvars	undefined	undefined	undefined
159817	Warrecs 2	undefined	32;	undefined
109199	Time Gap	undefined	undefined	undefined
92053	Jumble Madness	undefined	undefined	undefined
97774	Class Maid	undefined	undefined	undefined
113136	Tunche: Arena	6;	32;	6;
117459	Chronoraptor	undefined	32;	undefined
109201	WeeMee Superhero Maker	undefined	undefined	undefined
123040	Space Misfits	undefined	undefined	undefined
96539	Touch Rummy HD	undefined	undefined	undefined
86334	Veggie Killer	undefined	13;31;32;	undefined
123016	DTXMania GR	undefined	undefined	undefined
123036	Crystalborne: Heroes of Fate	undefined	undefined	undefined
54856	Ophidian	6;	9;32;	6;
123033	Galactica: Batalha Espacial	undefined	undefined	undefined
123035	Hottarake no Shima: Kanata to Nijiiro no Kagami	undefined	undefined	undefined
91039	Pechowy Prezent	undefined	undefined	undefined
123037	Maldrin Journey	undefined	undefined	undefined
24067	Astro Escape: Free	34;	33;	34;
123084	Knights in Armor	undefined	undefined	undefined
176535	Le vrai jeu vidéo, c'est payant.	undefined	undefined	undefined
91235	Assault Commander Ultimate	undefined	undefined	undefined
176534	Kill Your Refrigerator	undefined	34;	undefined
176543	Whispers from the sky	undefined	undefined	undefined
176539	Indiepocalypse #8	undefined	8;9;12;31;34;	undefined
120855	New Frontier	undefined	12;32;	undefined
118053	Settlers of Orion	undefined	15;32;	undefined
93393	Firebird	undefined	undefined	undefined
145923	HackOS	6;	9;32;	6;
90213	Unholy	6;	32;	6;
137040	Slash Out	23;	25;	23;
68658	My Coloring Book: Animals	3;6;14;	32;	3;6;14;
123047	Derby Stallion 99	undefined	undefined	undefined
41658	Hyper Olympic 2	27;	14;	27;
78725	The 4th Unit 2	undefined	31;	undefined
46956	Construction Machines Simulator 2016	6;	13;	6;
123048	Derby Stallion 04	undefined	undefined	undefined
123045	Fishing Kōshien II	undefined	undefined	undefined
93158	Construction Bob	undefined	undefined	undefined
123049	Derby Stallion DS	undefined	undefined	undefined
93767	Beer and Skittls VR	6;	13;14;15;32;	6;
74962	King of Avalon: Dragon Warfare	undefined	undefined	undefined
125362	Vladimir Putin Style	undefined	12;13;15;31;32;	undefined
28658	Alien Covenant In Utero	undefined	undefined	undefined
57223	Skywanderers	6;	13;31;32;	6;
75852	Ranma ½ Kakuren Bodesu Match	33;	9;	33;
89305	The Survivor: Rusty Forest	39;	31;	39;
38646	Gingateikoku No Gyakushu	52;	5;	52;
38637	Daisenpu	52;	5;	52;
123056	Dakar	undefined	undefined	undefined
40173	Hero In The Castle Of Doom	52;	undefined	52;
176527	Phased	undefined	5;33;	undefined
176538	Elf's conquest: Ludum Dare #38	undefined	8;	undefined
181057	Starry Moon Island 2	6;	15;31;32;	6;
157292	VRDJ	undefined	13;	undefined
135643	A Journey Into Xanth	13;	31;	13;
176530	Grand Fix	undefined	10;	undefined
42120	Legendary Axe II	86;	8;	86;
112285	Box A Chocolate	undefined	undefined	undefined
123060	Knights Conquest	undefined	undefined	undefined
112343	Hatsune Miku: Dreamy Vocal	undefined	undefined	undefined
