game_id	game_name	game_engines	game_genres	game_platforms
22569	Sega Casino	20;	15;16;26;	20;
64725	Cassandra's Journey: The Legacy of Nostradamus	undefined	9;31;	undefined
66096	Trapped: The Abduction	undefined	9;	undefined
49941	Dracula: Crazy Vampire	22;	undefined	22;
18514	Soft Body	6;46;48;	9;32;	6;46;48;
8567	Monster High: Ghoul Spirit	5;20;	undefined	5;20;
48344	Dragoon X Omega II	18;	12;	18;
29573	Draw Rider 2	6;14;	10;13;31;32;	6;14;
110351	Star Trek: En Territoire Alien	undefined	12;15;	undefined
33678	Worlds of Chaos	6;	12;15;32;	6;
109913	Chaos Reborn: Adventures	undefined	undefined	undefined
50570	Bust-A-Move 3000	21;	9;15;	21;
65756	Assembly Line	undefined	9;	undefined
117115	GOLF in PAPER	6;	13;14;15;31;32;	6;
135051	Some Like It Hot: Chapter 0	undefined	undefined	undefined
119548	My Typing Skill	undefined	32;	undefined
13536	Cubit	25;	9;	25;
119555	PARADISE	undefined	31;32;	undefined
67740	Dave Matthews Band Revenge	undefined	7;	undefined
12606	Gulp!	16;114;	9;	16;114;
51741	Treasure Hunt VR	6;	33;	6;
73162	I Spy Fantasy	undefined	undefined	undefined
52669	Bus-Simulator 2016	undefined	undefined	undefined
15329	Onslaught	13;16;29;63;	4;8;33;	13;16;29;63;
64199	Vehicle Cavalier	9;	undefined	9;
29197	Paws & Claws: Pampered Pets	6;	13;	6;
66715	The Will of Dr. Frankenstein	5;	undefined	5;
25064	IGT Aztec Temple	undefined	undefined	undefined
159224	Amateur Surgeon 3: Tag Team Trauma	34;39;	13;	34;39;
49208	Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero	24;	4;	24;
65717	Get Up Family Game Sports	undefined	undefined	undefined
32849	Control Craft 3	6;14;	15;31;32;	6;14;
39877	Bio-Ship Paladin	29;52;	5;	29;52;
51916	The Settlers IV: Gold Edition	6;	11;13;15;	6;
89944	Dead Reckoning: The Crescent Case - Collector's Edition	undefined	31;	undefined
9656	Everblue 2	8;	13;31;	8;
46730	Upsolom	6;	7;31;	6;
56432	Jolly Jam	undefined	undefined	undefined
89923	Persona 4: Golden - Solid Gold Premium Edition	undefined	undefined	undefined
6132	Serizawa Hachidan no Tsumeshogi	84;	9;13;	84;
68311	Nameko	6;14;48;	25;31;	6;14;48;
17078	Heroes of Legionwood	6;	12;32;	6;
79663	F.A. Manager	undefined	14;	undefined
4870	Ford Racing 3	6;8;11;20;24;	10;	6;8;11;20;24;
8960	Nosferatu: The Wrath of Malachi	6;	5;31;	6;
70604	Snowman's Dilemma	undefined	8;9;	undefined
71091	MISSING: The 13th Victim	undefined	31;	undefined
74432	The Occupant	6;	32;	6;
135734	Dweller's Empty Path	6;14;	12;31;32;	6;14;
9017	Robotex	6;14;	31;32;	6;14;
12711	Overlander	15;16;25;26;63;	5;10;33;	15;16;25;26;63;
56933	They Sold a Million	undefined	undefined	undefined
71058	Tanx	undefined	15;31;	undefined
57422	Busted!	6;14;	13;32;	6;14;
68935	Rollin' Rascals	undefined	9;	undefined
81466	Flash Gordon Pinball	undefined	undefined	undefined
44738	The Rapid Angel	7;	undefined	7;
