game_id	game_name	game_engines	game_genres	game_platforms
154368	Island of the Ancients	undefined	31;32;	undefined
107324	World Tree Marché: Gourmet Story	34;39;130;	9;13;	34;39;130;
127358	Ruined King: A League of Legends Story	6;48;49;130;167;169;	12;31;	6;48;49;130;167;169;
151605	IsoCubes	3;6;	15;	3;6;
132983	War-Torn Dreams	130;	5;8;	130;
7278	Atelier Ayesha: The Alchemist of Dusk	9;	12;31;	9;
103008	iterform	3;6;	32;	3;6;
105479	Isle of Skye	6;39;	15;32;	6;39;
120551	Digimon Story Cyber Sleuth: Complete Edition	6;130;	12;	6;130;
179941	Diplomatic Relations	undefined	34;	undefined
135789	Townscaper	6;34;39;130;	9;13;32;	6;34;39;130;
163205	Island of Girls Dreams	undefined	32;	undefined
116730	Inspector Waffles	6;48;49;130;	2;9;31;32;	6;48;49;130;
132501	Isle of Pan	undefined	31;32;	undefined
122236	Assassin's Creed: The Rebel Collection	130;	12;31;	130;
122232	Deadly Premonition 2: A Blessing in Disguise	130;	31;	130;
149625	I See Red	undefined	5;32;	undefined
74283	Ganbare Goemon 3: Shishi Juurokubee no Karakuri Manjigatame	19;	31;	19;
175650	Mi Scusi	6;	31;	6;
174062	Space Yandere	6;	8;12;31;	6;
124202	It's Raining Fists and Metal	130;	4;7;8;32;	130;
151291	Island Mirrorge VR	undefined	undefined	undefined
138953	Disgaea 6: Defiance of Destiny	48;130;	12;15;	48;130;
169760	Galaxy's Extreme	6;	10;32;33;	6;
157733	CyberTown	undefined	13;15;32;	undefined
179665	Moop	undefined	9;	undefined
179668	It sucks to be a succulent	undefined	undefined	undefined
179667	Wink GameBoy	undefined	8;	undefined
101711	Aground	49;130;	12;13;31;	49;130;
26222	it's always monday	6;	13;31;32;	6;
57191	Table Tennis Touch	34;39;	14;33;	34;39;
179666	Train to Amber Coast	undefined	31;	undefined
163919	ISDDS: Drone VR Simulator	undefined	13;	undefined
39280	Prehistoric Isle 2	48;49;52;79;80;130;	5;	48;49;52;79;80;130;
25076	Red Dead Redemption 2	6;48;49;170;	5;12;31;	6;48;49;170;
17467	IS Defense	3;6;	5;32;33;	3;6;
147471	Akuarium	130;	31;33;	130;
157474	Captain Coffer 2D	undefined	32;	undefined
140967	AXES	48;49;130;	5;	48;49;130;
11513	Atelier Shallie: Alchemists of the Dusk Sea	9;	12;	9;
156232	ASMR Journey: Jigsaw Puzzle	130;	9;31;35;	130;
39951	Ninja Commando	79;80;136;	5;8;	79;80;136;
128310	Jack troubles	6;	12;31;32;	6;
28010	God Eater 3	6;48;130;	12;	6;48;130;
125277	Alwa's Legacy	3;6;14;130;	8;31;32;	3;6;14;130;
28126	Team Kirby Clash Deluxe	37;	12;	37;
153818	Traditional Tactics Ne+	48;130;	12;13;	48;130;
148669	Jacob The Farmer	undefined	31;32;	undefined
168691	Draknek and Friends Puzzle Bundle	3;6;14;130;	9;31;	3;6;14;130;
131972	Amoeba Battle: Microscopic RTS Action	3;6;14;48;49;130;	11;15;	3;6;14;48;49;130;
132560	Jade Cicada	undefined	15;32;	undefined
101608	ANIMA: GATE OF MEMORIES - THE NAMELESS CHRONICLES	6;48;49;130;	4;12;31;	6;48;49;130;
89326	Breathedge	6;48;49;130;	12;13;31;32;	6;48;49;130;
145494	Animal Doctor	6;48;49;130;	12;13;	6;48;49;130;
129890	Final Fantasy XII International: Zodiac Job System	8;	12;31;	8;
157485	Jack Sprout	undefined	31;32;	undefined
138611	Jane Skriff	undefined	32;	undefined
179654	Dismal Anhedonia Land	undefined	12;	undefined
179659	Endless Forms Most Beautiful 64	undefined	8;33;	undefined
179658	Steel Ranger	undefined	33;	undefined
55137	Fate/Extella Link	6;46;48;130;	25;	6;46;48;130;
118440	Jack-In-A-Castle	undefined	12;32;34;	undefined
179657	Sybil's Tail	undefined	8;	undefined
179660	Investigator and the Case of the Unconventional Weapon	undefined	31;	undefined
179702	Space to Investigate	undefined	34;	undefined
179696	The Dream Alchemist	undefined	34;	undefined
133067	Jack Hayes: The Lazarus Sign	undefined	31;32;	undefined
27388	Tank Troopers	37;	5;13;	37;
137619	Conscript	6;	9;31;32;	6;
73940	Schizm: Mysterious Journey	6;	9;31;	6;
169633	Eco Hole	6;	9;31;32;	6;
19715	Tails Adventure	35;37;	8;9;31;	35;37;
39962	Puzzled	79;80;130;136;	9;33;	79;80;130;136;
38973	Beast Quest	6;48;49;130;	12;31;	6;48;49;130;
149790	Jack 'n' Hat	undefined	32;	undefined
96646	Jack and Sara: Educational game	undefined	31;	undefined
131630	James Peris: Sin licencia ni control - Edición definitiva	6;	31;	6;
153542	Jail Simulator	6;	13;	6;
179661	Millie and Molly	undefined	9;	undefined
123473	Arietta of Spirits	6;48;49;130;	12;31;32;34;	6;48;49;130;
127820	James Town Courier Frog MD	6;	13;31;32;	6;
163404	Janusz: The Handyman Simulator	6;	13;32;	6;
107175	Broken Lines	6;130;	12;15;16;24;	6;130;
10470	Jagged Alliance: Flashback	3;6;14;	12;15;24;32;	3;6;14;
17931	Dragon Fantasy: The Volumes of Westeria	3;6;14;37;41;	12;	3;6;14;37;41;
113336	Jewel Puzzle Click	undefined	15;32;	undefined
166675	Tux and Fanny	130;	9;12;31;	130;
161323	Jendo: Origins	undefined	32;	undefined
81147	Hyrule Warriors: Definitive Edition	130;	4;25;31;	130;
152399	Danganronpa: Trigger Happy Havoc - Anniversary Edition	130;	5;31;34;	130;
44571	Bioshock 2: Rapture Edition	6;9;	5;12;31;	6;9;
179663	The Telwynium	undefined	31;	undefined
179700	Befriendus	undefined	34;	undefined
179701	Mothballs	undefined	34;	undefined
179704	Coffin Counseling	undefined	8;	undefined
114536	Bustafellows	6;130;	12;31;34;	6;130;
111276	True Fear: Forsaken Souls Part 2	6;48;130;	9;31;	6;48;130;
28113	Use Your Words	6;14;41;48;49;130;	32;35;	6;14;41;48;49;130;
52489	Burger Time Deluxe	37;	31;33;	37;
112420	Travel Mosaics 6: Christmas Around the World	6;14;130;	9;31;35;	6;14;130;
33586	Jerry Rice & Nitus' Dog Football	6;	8;14;	6;
179656	A Walk In A Field	undefined	34;	undefined
55908	Touch Battle Tank SP	130;	5;	130;
74314	Dungeon Explorer	5;9;38;41;86;	12;25;31;	5;9;38;41;86;
25314	Unworthy	3;6;14;130;	8;12;31;32;	3;6;14;130;
179664	On the Road	undefined	31;	undefined
179662	Deep Inside	undefined	12;	undefined
179938	Lore City: Alkahest	undefined	15;34;	undefined
15387	BIT.TRIP FATE	5;6;14;37;130;	5;7;9;32;33;	5;6;14;37;130;
6246	BIT.TRIP RUNNER	3;5;6;37;130;	7;8;32;33;	3;5;6;37;130;
47656	Bugs vs. Tanks!	37;	31;	37;
140673	Captain Sabertooth and the Magic Diamond	130;	8;31;32;	130;
80885	Astalon: Tears Of The Earth	3;6;14;48;49;130;	8;9;31;	3;6;14;48;49;130;
179697	Thief of Hearts	undefined	34;	undefined
151195	Jigoku Unko	undefined	31;32;	undefined
133116	Johan: The Archer & The Witch	undefined	12;32;	undefined
179693	Cut Short	undefined	8;9;31;	undefined
179694	Grave Man	undefined	undefined	undefined
179686	Love the Guard, Be the King	undefined	34;	undefined
163697	Adventure Field 4	6;130;	9;12;31;	6;130;
113109	Marvel Ultimate Alliance 3: The Black Order	130;	12;25;	130;
148344	Jesse 'Boom' James	6;	32;	6;
117786	Jetlad	6;	32;	6;
2058	PAYDAY 2	6;9;12;48;49;130;	5;12;24;	6;9;12;48;49;130;
36652	Underhero	3;6;14;48;49;130;	8;12;31;32;	3;6;14;48;49;130;
115959	Joe Jump	undefined	undefined	undefined
123507	Joe Blunt Up In Smoke	undefined	32;	undefined
7349	Mass Effect: Andromeda	6;48;49;	5;12;31;	6;48;49;
179699	Stellar Renegades	undefined	34;	undefined
179698	Impostor	undefined	34;	undefined
179690	Mushroom Towers	undefined	15;	undefined
175459	Andalia	6;	11;12;15;32;	6;
179703	Bewitched Hearts	undefined	34;	undefined
179691	Red-Handed Robin	undefined	31;34;	undefined
74692	Boyfriend Dungeon	3;6;14;49;130;	12;13;31;32;	3;6;14;49;130;
111661	OMNO	6;48;49;130;	8;9;31;32;	6;48;49;130;
150742	Joe Kowalski Chronicles: Murder in a flat	undefined	31;32;	undefined
147329	Joe and the Gun	undefined	31;	undefined
162207	Jigsaw Puzzles: Master Artists of Old	undefined	undefined	undefined
179692	This, My Soul	undefined	34;	undefined
153824	Crash Drive 3	3;6;14;34;39;48;49;130;167;169;	10;32;33;	3;6;14;34;39;48;49;130;167;169;
145426	Beast Breaker	6;14;130;	9;15;25;30;31;33;	6;14;130;
9241	The Escapists	3;6;14;39;48;49;	9;12;13;15;24;31;32;	3;6;14;39;48;49;
22779	Death Trash	3;6;14;48;49;130;	12;31;32;	3;6;14;48;49;130;
179695	Red Riding Hood	undefined	34;	undefined
179687	Samhain	undefined	31;	undefined
83728	Battlefield V	6;48;49;	5;	6;48;49;
565	Uncharted 2: Among Thieves	9;	5;8;31;	9;
11529	The Jackbox Party Pack	3;6;9;12;14;34;39;48;49;130;132;	15;26;32;	3;6;9;12;14;34;39;48;49;130;132;
55029	Age of Empires IV	6;	11;15;	6;
179688	Pump	undefined	8;	undefined
179681	Death Alley	undefined	14;	undefined
179689	AL: A Choose Your Own Adventure	undefined	34;	undefined
179682	Husk	undefined	undefined	undefined
179683	Spellbound	undefined	undefined	undefined
179684	The Crossroads	undefined	34;	undefined
179680	Compassion	undefined	undefined	undefined
103316	Trials Rising	6;48;49;130;170;	8;10;14;33;	6;48;49;130;170;
100413	Watch Dogs: Legion	6;48;49;167;169;170;	5;31;	6;48;49;167;169;170;
119161	Need for Speed Heat	6;48;49;	10;14;31;	6;48;49;
25467	Far Cry 3: Deluxe Edition	6;	5;	6;
11560	AER: Memories of Old	3;6;14;48;49;130;	9;31;32;	3;6;14;48;49;130;
162209	Jigsaw Puzzle: Pixel Art Master	undefined	13;15;31;32;	undefined
150797	Johnny Mystery and The Halloween Killer	undefined	32;	undefined
101268	John Mambo	6;	31;32;	6;
26950	Marvel's Avengers	6;48;49;167;169;170;	31;	6;48;49;167;169;170;
18157	The Town of Light	3;6;14;48;49;130;	31;32;	3;6;14;48;49;130;
161941	Jigsaw Frame: Hot Anime	6;	32;	6;
162969	Jigsaw Jolt: Neural Style 1	undefined	15;	undefined
156041	Jumps VR	undefined	10;32;	undefined
164545	Jump Man	undefined	10;31;32;	undefined
122251	Junk	undefined	13;32;	undefined
171659	20,000 Miles Under the Sea	6;	13;32;	6;
114499	Juice Girl	undefined	12;13;32;	undefined
