game_id	game_name	game_engines	game_genres	game_platforms
71562	Thunderbolt II	undefined	31;	undefined
40377	Operation Wolf 3	52;	5;	52;
20930	Riddick: The Merc Files	undefined	undefined	undefined
56484	Shnipers	undefined	32;	undefined
139863	My Universe: Cooking Star Restaurant	6;48;130;	13;	6;48;130;
94446	WWII Tank Commander	undefined	undefined	undefined
150447	Desktop Farm	6;	13;15;32;	6;
77406	Shinsenden	undefined	undefined	undefined
72508	NaziShoot	6;	undefined	6;
94032	Mad Blocker	undefined	undefined	undefined
181724	Gyro Gear	undefined	4;33;	undefined
101495	Little Airplane 3D for kids: learn colors, numbers	undefined	undefined	undefined
14680	Star Gladiator Episode I: Final Crusade	7;52;	4;	7;52;
113656	Dead Wishes	undefined	13;32;	undefined
101639	Adventures Of Pipi 2 Save Hype	6;	8;31;32;	6;
143891	Shape Storm	undefined	32;	undefined
8582	Bad Rats	6;	8;9;32;	6;
6554	Rebelstar: Tactical Command	24;	12;15;16;24;	24;
47117	Lexi-Cross	undefined	9;15;	undefined
89004	Wormster Dash	6;34;	31;32;	6;34;
181731	Can You Hear the Echo?	undefined	34;	undefined
89267	BeeFender	undefined	32;	undefined
181728	Revived	undefined	34;	undefined
127497	Might is Right	6;	12;15;16;24;31;32;	6;
143245	Future GPX Cyber Formura Rord To The INFINITY 4	8;	10;	8;
50951	Pool Hall Pro	5;	14;	5;
181734	Preytiger	undefined	undefined	undefined
37577	Kyousouba Ikusei Simulation: Keiba	57;	14;	57;
181737	Pride	undefined	5;	undefined
73411	Amiga Classix 4	undefined	10;13;14;15;31;	undefined
182028	Anode Heart	undefined	12;31;	undefined
182017	Jewels of Egypt	undefined	undefined	undefined
98928	Crazy Dessert Maker	undefined	undefined	undefined
98700	Hidden Object: Winter Wonderland	undefined	undefined	undefined
156752	Atonal Dreams	undefined	31;32;	undefined
50918	Red Ocean	6;	5;	6;
27906	Shift Em Mania	3;6;34;	9;24;	3;6;34;
89046	Jules Verne's Return to Mysterious Island - Director's Cut	undefined	undefined	undefined
143244	Future GPX Cyber Formura Road To The INFINITY 2	8;	10;	8;
181735	This Is Not a Game About Catching Monsters	82;	32;34;	82;
74296	Doraemon: Nobita's Treasure Island	undefined	undefined	undefined
88423	Escape from the Plateau Puzzle	undefined	undefined	undefined
139715	Lost	undefined	undefined	undefined
107326	26 Rob Plays	162;	undefined	162;
119341	Pistol Whip	6;162;163;165;	5;7;32;33;	6;162;163;165;
132041	Time Hunters	13;	5;	13;
95799	Creepy Bendy Mystery	undefined	undefined	undefined
181727	Good Night, Egg	undefined	34;	undefined
135027	Celestial Correspondence	undefined	undefined	undefined
31929	MiniBotz	6;	32;	6;
136319	Raiden V: Director's Cut - Limited Edition	undefined	5;	undefined
108768	Slam Dunk Typing	6;	14;	6;
63021	Mikey Hooks	39;	8;	39;
153693	Rurouni Kenshin: Meiji Kenkaku Roman-tan - Kengeki Kenran	55;	undefined	55;
48971	The Ren & Stimpy Show: Space Cadet Adventures	33;	8;	33;
97128	Hoyle Puzzle & Board Games 2008	undefined	undefined	undefined
156762	Left Alone: Rebirth	undefined	31;32;	undefined
37322	Puchi Carat	7;33;52;	9;33;	7;33;52;
64653	Battle For Presidency	undefined	4;	undefined
83401	Devil Rhythm -Silver Phantom-	undefined	undefined	undefined
100317	Spel-Ett	undefined	undefined	undefined
100018	Moses: Old Testament Adventure #1	undefined	undefined	undefined
181738	Girl Adventure	undefined	8;	undefined
66084	River City Ransom 2	undefined	25;	undefined
87400	Minesweeper Fun	undefined	undefined	undefined
181741	Blobify	undefined	7;	undefined
46652	Bouncing Babies	undefined	undefined	undefined
96602	Heroes of Rings	undefined	undefined	undefined
136316	Under Night In-Birth Exe:Late[cl-r] - Collector's Edition	undefined	undefined	undefined
25667	Two Tigers	52;	5;33;	52;
98051	Frame Out	undefined	undefined	undefined
38747	Pathways into Darkness	14;	5;31;	14;
72640	The Serf's Tale	undefined	undefined	undefined
166671	Absurdistan	6;	2;31;	6;
98427	11wol Sonyeon	undefined	undefined	undefined
31979	Tribe Of Pok	6;	13;15;32;	6;
58712	Piercing Blo	undefined	undefined	undefined
97795	Harapeko Pakkun	undefined	undefined	undefined
41000	Gazza II	undefined	14;15;	undefined
136311	Wii Sports/Wii Sports Resort: 2 Games in 1	undefined	undefined	undefined
12939	Aliens: The Computer Game	15;25;26;27;93;	5;31;	15;25;26;27;93;
139215	My Universe: Fashion Boutique	48;130;	13;	48;130;
61309	Flippy Bard	undefined	undefined	undefined
100834	Stickman Warriors Craft	undefined	undefined	undefined
156753	Fluid Simulator	undefined	13;	undefined
181736	Take Care, Out There	undefined	34;	undefined
104151	Hentai Words	undefined	32;	undefined
136309	Enter The Gungeon: Deluxe Edition	undefined	undefined	undefined
181739	2: A Game About Everyone's Favourite Sorting System!	undefined	13;	undefined
95358	Pro Golf	undefined	undefined	undefined
48914	Contra: The Alien Wars	33;	5;8;	33;
150804	Last Room	6;	15;31;32;	6;
36304	Bridge!	6;	13;15;	6;
136305	Cabela's Big Game Hunter: Hunting Party with Gun	undefined	undefined	undefined
136314	Gears of War: Triple Pack	undefined	undefined	undefined
181747	Man/Woman	undefined	undefined	undefined
43113	Stophat	6;34;	32;33;	6;34;
181745	Femme	undefined	undefined	undefined
88605	The Mystery of the Crystal Portal	undefined	undefined	undefined
136312	Starcraft II: Battle Chest	undefined	undefined	undefined
182098	Guilds of Gods	undefined	12;31;	undefined
7968	Colin McRae Rally 3	6;8;11;	10;14;	6;8;11;
47604	Hyrule Warriors: Legends - Limited Edition	undefined	undefined	undefined
107769	Koropokkur in Love ~A Little Fairy's Tale~	3;6;14;	31;32;34;	3;6;14;
5482	America's Army: True Soldiers	12;	5;24;	12;
90656	Death Jr: Root of Evil	5;38;	31;	5;38;
78584	GATARI: Sand on Teeth	undefined	13;14;31;32;	undefined
32570	Ashbourne	6;	12;31;	6;
70714	Pet the Pup at the Party	3;6;14;	31;32;33;	3;6;14;
98342	Hidden Object: Sakura Garden	34;	2;	34;
50725	JumpStart Escape from Adventure Island	5;	33;	5;
89276	Puzzle Trains	undefined	undefined	undefined
90969	THETA Poker Pro-Texas Hold 'Em	undefined	undefined	undefined
123450	Star-Crossed Myth - The Department of Wishes	34;39;130;	31;34;	34;39;130;
137812	Hologram Heroes	undefined	undefined	undefined
103743	Meow Match	undefined	undefined	undefined
103899	Tangrams & Blocks	undefined	undefined	undefined
100091	Jane's Combat Simulations: Attack Squadron	undefined	undefined	undefined
2721	Rock Band Unplugged	38;	7;	38;
110215	Mr Catt	undefined	undefined	undefined
181740	WhiteRoom	undefined	31;	undefined
125110	Grimm's Hollow	6;	12;16;31;32;	6;
28747	Surviving Mars: Digital Deluxe Edition	undefined	13;15;	undefined
102143	North Stars	6;	undefined	6;
100389	I Pay No Rent	6;	14;32;	6;
156757	Duck Creator	undefined	13;32;	undefined
1782	Mega Man Star Force: Leo	20;	8;12;31;	20;
22924	Solomon's Boneyard	undefined	undefined	undefined
11821	Fran Bow	3;6;14;	2;31;32;	3;6;14;
140832	Ecsaform	7;	12;16;24;	7;
115656	Once Upon A Life	82;	8;9;31;32;	82;
151652	Super Zangyura	46;48;130;	31;	46;48;130;
38837	Soccer Superstars	52;	14;	52;
109107	The Fey Lands	undefined	undefined	undefined
131357	Lucky Night: Poker Games	undefined	undefined	undefined
176300	Keanu Reeves Dating Sim	undefined	34;	undefined
41317	Mr. Gold: Tooyama no Kinsan Space Chou	58;	31;	58;
81002	VR Dunhuang	6;	12;13;31;	6;
92261	Fallen Frontier	undefined	undefined	undefined
137774	TeamJumpers	6;	8;15;	6;
50995	Blaster Master: Overdrive	5;	5;8;31;	5;
52098	Zotrix Bundle	undefined	undefined	undefined
101971	The Mystery of the Buttons Family	undefined	undefined	undefined
102048	Rogue Legend: Tame the Wild	undefined	undefined	undefined
144200	Urania's Cloak	6;	32;	6;
21072	Dynasty Warriors: Gundam Reborn	9;46;	13;31;	9;46;
100333	Conquer City Wars	undefined	undefined	undefined
