game_id	game_name	game_engines	game_genres	game_platforms
9459	Tango Fiesta	6;48;49;	5;11;15;32;	6;48;49;
26527	Left Alone	6;	31;32;	6;
111329	Follow JC Go	undefined	undefined	undefined
29248	GRUZCHIK	6;	15;31;32;	6;
4095	Scaler	8;11;21;	8;	8;11;21;
42102	Dungeons & Dragons: Order of the Griffon	86;	12;31;	86;
180010	Winding Road	6;	10;32;	6;
180017	Escape from the Village	6;	31;	6;
99775	The Great Race	undefined	10;13;31;32;	undefined
180019	Square Dungeon	6;	15;31;32;	6;
180012	Knockball Pool	6;	13;32;	6;
17373	Rooks Keep	6;	15;32;	6;
105336	Roman The Worm	undefined	13;31;	undefined
108308	Road Doom	6;	32;	6;
147561	Tetrius 0	undefined	32;	undefined
80659	Dumb Ways to Die	34;39;	undefined	34;39;
147481	Hamster	6;	10;32;	6;
180020	Gimle: Archlikvake Saga	6;	32;	6;
169674	100 Worlds: Escape the Magic Book	undefined	undefined	undefined
93479	ChessRogue	3;6;	9;32;	3;6;
136036	Pro Evolution Soccer 2016: 20th Anniversary Edition	undefined	undefined	undefined
36079	Rift's Cave	3;6;14;	31;32;	3;6;14;
136039	Warhammer 40,000: Deathwatch	undefined	undefined	undefined
136034	Elite: Dangerous - Legendary Edition	undefined	undefined	undefined
159550	Root Out	undefined	32;	undefined
136038	Farming Simulator 19: Collector's Edition	undefined	undefined	undefined
109798	Thrill Rollercoasters	undefined	13;31;32;	undefined
26724	Beyond Despair	6;	5;31;32;	6;
39802	Solitary Fighter	52;	4;	52;
117427	TheWorld	undefined	13;32;	undefined
111376	A night with Natalie VR	undefined	13;32;	undefined
14081	Frontiers	6;	12;31;32;	6;
122542	Bullet Glide	undefined	undefined	undefined
172874	The Twins' Experiment	6;	31;32;	6;
25645	Butt Sniffin Pugs	undefined	13;	undefined
52042	A Rose in the Twilight	6;46;	8;9;15;31;	6;46;
172877	Super Grave Snatchers	6;	31;32;	6;
172878	Cologne 3D	6;	13;	6;
135555	beatmania APPEND 3rdMIX mini	7;	7;	7;
136037	Catherine: Full Body - Limited Edition	undefined	undefined	undefined
38170	Inazuma Serve Da!! Super Beach Volley	19;	14;	19;
134573	Blankos Block Party	6;	31;	6;
43722	K-1 Grand Prix	7;	4;	7;
99152	Taco Gun	undefined	32;	undefined
59218	Tsumamigui 3	undefined	31;	undefined
107892	Wishes In Pen: Chrysanthemums in August - Otome Visual Novel	undefined	32;	undefined
14437	The Old City: Leviathan	6;	31;32;	6;
14986	Legend of Mana	7;	12;	7;
93122	Quiz - Tac - Toe	undefined	undefined	undefined
123476	Final Fantasy Brave Exvius Chocobo Run!	undefined	undefined	undefined
39302	Snap Jack	52;	undefined	52;
80822	Treasure Master	undefined	8;	undefined
41137	Spooks	15;	9;31;	15;
111078	TITAN SLAYER Ⅱ	6;	undefined	6;
128438	Playmobil: The Movie VR Adventures	6;	14;15;31;	6;
12101	Fish!	13;15;16;25;26;63;116;	9;31;	13;15;16;25;26;63;116;
180011	PlanetDrop: A Tiny Space Adventure	6;	13;31;32;	6;
25778	Mindwheel	13;15;63;65;75;	30;31;	13;15;63;65;75;
127622	Strike!OvulationDivine Fist! Rebellion to Extinction!	undefined	32;	undefined
151818	Project Altheia	6;	12;31;	6;
18302	A House of Many Doors	6;14;	12;31;32;	6;14;
36071	Monsters!	3;6;14;	32;	3;6;14;
116687	We Are The Caretakers	6;49;169;	12;13;15;32;	6;49;169;
127657	Figure World	undefined	31;32;	undefined
11130	ULTRAFLOW	34;39;	9;	34;39;
27969	Super League	29;52;	14;	29;52;
147768	Tricky Spider	130;	10;	130;
123323	Hexagroove: Tactical DJ	6;49;130;	7;13;15;32;	6;49;130;
16628	Portal 2 Sixense Perceptual Pack	6;	9;31;	6;
4726	Boogie Superstar	5;	7;	5;
45232	Asterix: The Gallic War	7;	15;	7;
106101	Road To Eden	6;	5;13;31;32;	6;
172882	Farmers' Market	6;	15;	6;
47087	Brick Blaster	undefined	undefined	undefined
32659	Romopolis	3;6;14;	13;15;32;	3;6;14;
32282	ViveSpray	6;	13;32;	6;
84218	Advanced Dungeons & Dragons Masterpiece Collection	6;	12;	6;
156799	Romance of Raskya	undefined	undefined	undefined
149017	Roller Stars	undefined	undefined	undefined
37118	ESPN Let's Play Tennis	50;	undefined	50;
7540	LUXOR Adventures	6;	2;8;9;31;	6;
37136	Metroid Prime 4	130;	5;	130;
180023	Block Collide	3;6;	undefined	3;6;
17532	Northmark: Hour of the Wolf	6;14;	12;15;31;32;	6;14;
172880	Weakpoint Delta	6;	13;31;32;	6;
29893	Arena Hero	6;14;	12;15;32;	6;14;
52726	Romeo & Juliet	38;	34;	38;
1446	BS Fire Emblem: Archanea Senki-hen	306;	12;15;16;24;	306;
139042	Tokoyo: The Tower of Perpetuity	6;	5;8;32;	6;
138508	Roll for the Galaxy	undefined	15;	undefined
106995	Sneak Ops	34;39;	undefined	34;39;
129167	Calculator: The Game	34;39;	9;	34;39;
