game_id	game_name	game_engines	game_genres	game_platforms
151595	Might & Trap: Apocalypse	6;	15;32;	6;
117635	Mystic RUS-files	6;	31;32;	6;
27234	51 Terrahawks	133;	5;33;	133;
175273	Fiete Match	39;	undefined	39;
15373	Space Racer	13;15;16;25;26;63;	10;33;	13;15;16;25;26;63;
109427	It's A Racing Game	undefined	10;13;14;15;32;	undefined
112473	Operation Snowman	6;14;	32;	6;14;
131476	Titan (working title)	undefined	undefined	undefined
136476	Kannagi no Mori Samidare Tsuzuri	46;	34;	46;
29244	Broccoli Bob	6;	31;32;	6;
36056	Wildlife Park - Wild Creatures	6;14;	13;15;32;	6;14;
164100	Midnight Stories	undefined	13;	undefined
96728	Winx Club: Winx Fairy School	undefined	undefined	undefined
137911	Monster-Man	undefined	undefined	undefined
43313	Pump It Up: Exceed	8;	7;	8;
96743	Rise up - Keeper challenge	undefined	undefined	undefined
97111	Fated Kingdom	undefined	12;13;15;32;	undefined
56984	GOF2: Gleam of Force	undefined	4;	undefined
63751	Soreike! Anpanman: Baikinman no Daisakusen	20;	undefined	20;
81465	Eliminator	7;	undefined	7;
165598	White Girl	6;34;39;130;	2;13;15;31;33;35;	6;34;39;130;
61587	The Legend of Blacksilver	15;75;	12;31;	15;75;
31123	Legions of Tyrandel	6;	15;	6;
73244	Slordax: The Unknown Enemy	6;	33;	6;
154519	Don't Forget Me: Deluxe Edition	undefined	2;31;	undefined
175274	Dog Mendonca	39;	31;	39;
93057	Zombie Wars	undefined	undefined	undefined
45807	Caesars Palace 2000: Millennium Gold Edition	7;23;	13;15;35;	7;23;
42359	Super Formation Soccer 96: World Club Edition	19;	14;	19;
37857	Super Oozumou Netsusen Dai-Ichiban	19;	14;	19;
15562	Outlaw	59;	5;	59;
151016	R-Naught	6;	31;32;	6;
92762	Rakion	6;	12;	6;
157065	Mutant Alley: Do The Dinosaur	undefined	13;32;	undefined
72570	Jurassic Park: Scan Command	6;	4;12;13;15;	6;
32208	Brick Battalion	3;6;14;	15;32;	3;6;14;
175270	Frontline: The Longest Day	39;	15;	39;
64967	Wall Street Trader 98	undefined	13;15;	undefined
73092	Top Gun: Danger Zone	13;	2;13;	13;
157072	OMG: One More Goal!	undefined	32;	undefined
157076	Hunt the Lights	undefined	32;	undefined
1453	Genso Suikoden: Tsumugareshi Hyakunen no Toki	38;	12;	38;
91750	Whack 'em All!	undefined	undefined	undefined
96723	Wildlife Simulator: Crocodile	undefined	undefined	undefined
106935	Sweet Jelly Crush Mania	undefined	undefined	undefined
145095	Sniper Ships: Shoot'em Up on Rails	3;6;14;	5;32;33;	3;6;14;
175267	Taps: Beautifully Simple	39;	9;15;	39;
102133	Achievement Lurker: Ballad of the Shimapan Warrior - King of Panties	undefined	12;31;32;	undefined
158986	100 Hidden Cats	6;	2;31;32;	6;
47132	XMinutes: Wings	6;	31;32;	6;
33503	SUPER IMPOSSIBLE ROAD	6;14;130;	10;14;32;33;	6;14;130;
23019	Enchanted Folk and the School of Wizardry	20;	12;31;	20;
21031	Elminage Ibun: Ame no Mihashira	undefined	undefined	undefined
19563	Batman: Arkham VR	163;165;385;	9;15;31;	163;165;385;
98924	Sudoku Master Edition: Logic	undefined	undefined	undefined
157075	Twin Stick Tanks	undefined	32;	undefined
63759	St. Chicken	undefined	8;31;	undefined
60584	Transformers: Battle Tactics	34;39;	15;	34;39;
2221	Versailles 1685	13;	31;	13;
175265	End Matter	39;	undefined	39;
87134	Snow Jewels Puzzle	14;	9;	14;
52228	Frozen Synapse: Tactics	undefined	undefined	undefined
55974	AH-64 Apache Air Assault	6;8;9;	13;	6;8;9;
55985	Tower FRA	undefined	undefined	undefined
39068	Village Of Lost Souls	25;	31;	25;
148401	Parkalien	undefined	undefined	undefined
135270	Tokyo Alice	6;	34;	6;
55989	Great States II	undefined	undefined	undefined
101406	Arcane Straight: Summoned Soul	undefined	undefined	undefined
13899	Point Blank	7;52;	5;33;	7;52;
143309	Augma II Arc I	6;14;	34;	6;14;
95049	Nova Flow	6;	32;	6;
10638	Old Village Simulator 1962	undefined	undefined	undefined
15022	Mushroom Men: Rise of the Fungi	20;	31;	20;
7940	Imagine: Party Planner	20;	13;	20;
101707	World's End Chapter 3	6;	12;15;16;24;	6;
84675	40-in-1 Explosive Megamix	159;	undefined	159;
3780	The Adventures of Jimmy Neutron Boy Genius: Jet Fusion	8;21;24;	31;	8;21;24;
157064	Lost In Fantaland	undefined	15;31;32;	undefined
49575	Formation Soccer 2002	24;	14;	24;
44315	Exile: Wicked Phenomenon	150;	12;15;	150;
73403	Blue's Clues: Blue's Art Time Activities	6;	undefined	6;
12682	MiG-29 Fulcrum	16;	13;	16;
93756	ZYTERNION	3;6;14;	32;	3;6;14;
28989	Tom Clancy's Rainbow Six 3: Gold Edition	6;	5;24;	6;
57267	Keepy Ducky	undefined	undefined	undefined
114171	Puttin' Around	undefined	14;32;	undefined
58575	123 Animal Preschool Games for Kids	72;	undefined	72;
174354	Astronaut Spacewalk	39;	undefined	39;
56190	Johnny 8: The Final Battle	undefined	8;	undefined
55998	TeeJay RPG 2: Blame All	undefined	undefined	undefined
125357	Shadow Arena	6;	15;	6;
129423	Orbit of Death	6;	13;32;	6;
143295	Grand Theft Auto V: Premium Edition & Great White Shark Card Bundle	6;	undefined	6;
20177	Might & Magic: Heroes Online	3;6;14;82;	12;15;16;	3;6;14;82;
24495	Mangia'	59;	33;	59;
52128	WWE 2K17: Hall Of Fame Showcase Edition	undefined	13;14;	undefined
125323	Cars 2 Racing Beena: Mezase! World Champion!	undefined	undefined	undefined
65005	J-League Pro Soccer Club o Tsukurou!	undefined	14;	undefined
60208	Bigger Than You Think	82;	undefined	82;
110404	Elemenal Knights Online R	130;	undefined	130;
175269	Sheepland	39;	15;	39;
157074	Input6	undefined	32;	undefined
89752	Shape Escape	39;	9;33;	39;
26437	Knight Games	13;15;25;	4;14;	13;15;25;
118245	Artemis: God-Queen of The Hunt	6;	8;31;32;	6;
127689	Midjungard	6;	31;32;	6;
174353	Artificial Superintelligence	39;	undefined	39;
155469	Mighty Chameleon Brothers	6;	32;	6;
86052	2 Games in 1: Columns Crown + ChuChu Rocket!	undefined	undefined	undefined
97115	Super GTR Racing	undefined	10;13;14;32;	undefined
151412	Astro Fighters 2178	undefined	undefined	undefined
23495	Alien Garden	65;	15;	65;
175268	FlipFlipDuck	39;	9;	39;
63574	John Adventure	undefined	9;	undefined
75168	X-MiGuFighters: Stripper Anya	6;	32;	6;
44132	The Last One	6;	31;32;	6;
130618	Snacko	6;130;	13;31;32;	6;130;
143293	Grand Theft Auto V: Premium Edition & Megalodon Shark Card Bundle	6;	undefined	6;
39949	Pop 'n Bounce	52;	7;9;	52;
155879	Midnight Cipher	undefined	31;	undefined
140471	Tram Sim	6;	13;	6;
60074	Capitals	undefined	9;15;	undefined
12085	F-16 Combat Pilot	13;15;16;25;26;63;	13;15;24;	13;15;16;25;26;63;
129669	Raccoon The Miner	6;	15;31;32;	6;
174351	Phantom Rift	39;	undefined	39;
5668	Commando	13;15;16;18;25;26;27;52;59;60;63;67;69;75;93;94;125;134;152;	5;	13;15;16;18;25;26;27;52;59;60;63;67;69;75;93;94;125;134;152;
95109	Animalia: Interactive Story & Animal Game Kids	undefined	undefined	undefined
74013	Golf Adventure Galaxy	undefined	14;	undefined
138370	Love on the Peacock Express	3;6;14;	34;	3;6;14;
84171	38 Man Kilo no Kokuu File 1: A Day in the Life of 2049	6;118;121;149;	31;	6;118;121;149;
67341	Curse of the Caribbean Pirate Queen	undefined	undefined	undefined
143812	World's End Chapter 2	6;	12;15;16;24;	6;
128182	Juicy Army	6;	32;	6;
157086	Tasty Jigsaw Happy Hour 2	undefined	undefined	undefined
144928	BricksVR	162;163;	13;32;	162;163;
110330	Plantan	34;39;	32;	34;39;
98837	UnExplored: Unlocked Edition	48;49;130;	5;32;	48;49;130;
42439	Torneko's Great Adventure: Mystery Dungeon	58;	12;	58;
38974	Bravium: Hero Defense	34;	12;	34;
36566	Thai Boxing	15;16;25;63;93;134;	4;14;	15;16;25;63;93;134;
23568	Momentum	6;	32;	6;
143707	Neon Ships: The Type'em Up Shooter	3;6;14;	5;32;33;	3;6;14;
74849	Will To Live Online	6;	5;12;32;	6;
110403	RedSun RTS	undefined	15;32;	undefined
29347	Win That War!	6;	12;15;32;	6;
174350	Brave Cano	39;	undefined	39;
115403	Fold	undefined	32;	undefined
124956	Disciples 2 Gold	undefined	undefined	undefined
2770	Spongebob Squarepants: The Yellow Avenger	20;38;	8;31;	20;38;
49490	Bakuten Shoot Beyblade 2002: Daichi Version	24;	undefined	24;
113529	Rick Henderson	6;	5;32;33;	6;
86716	Christmas Bubble Shooter	14;	9;33;	14;
119662	原体	6;	12;32;	6;
134198	No One is Here	3;6;14;	32;	3;6;14;
151927	Rayman Raving Rabbids	24;	8;31;	24;
