game_id	game_name	game_engines	game_genres	game_platforms
103586	Ultra Sharp	39;	undefined	39;
129353	CORVUS	6;	31;32;	6;
144270	Mitoza	6;14;	2;9;31;32;	6;14;
31681	Sparky's Hunt	6;	32;	6;
46905	Haunted House II 3D	66;	31;	66;
90034	Will it Crush?	39;	13;15;	39;
66706	F-16 Renegade	18;	5;	18;
135235	10 in 1 game-a-week bundle!	undefined	undefined	undefined
139170	The Note	undefined	undefined	undefined
32955	BloodGate	3;6;14;	12;31;32;	3;6;14;
21412	Death Jr. and the Science Fair of DOOM	20;	31;	20;
20578	Touch Detective	20;34;	9;	20;34;
155252	The Desolate Hospital	6;	31;	6;
81055	Capsular	undefined	32;	undefined
140627	Cyberchase: The Quest	82;	2;9;31;	82;
32695	Power & Revolution	6;14;	13;15;	6;14;
49032	The Pagemaster	29;33;	8;	29;33;
117048	Locomotion	6;130;	9;15;31;32;	6;130;
149332	Crashers of Aetheria	undefined	15;32;	undefined
88017	Drumpf: Rise Up, Libertonia!	6;	12;	6;
139171	In the Groove	undefined	undefined	undefined
139172	The Hunt	undefined	undefined	undefined
25029	Biophilia	34;39;	7;33;	34;39;
182231	Cosmos Bit	6;	8;31;32;	6;
122725	Fallout: Legacy Collection	6;	5;12;31;	6;
34860	Affected Zone Tactics	6;	15;	6;
164163	Dryad	undefined	32;	undefined
158861	Drunk Soccer is the Best Soccer	undefined	13;14;32;	undefined
34719	Water Bears VR	6;	32;	6;
27332	Dream Chamber	6;14;	31;	6;14;
58199	Palitron	25;	undefined	25;
50032	Cool Bricks	22;	15;	22;
182230	Singular Stone	53;	8;12;31;32;	53;
81211	Cally's Caves 4	6;	8;32;	6;
119694	Identity Sector	6;	31;32;	6;
36150	Midnight Mysteries: Witches of Abraham - Collector's Edition	6;	31;	6;
39584	Shogun Warriors	52;	4;	52;
121506	Mario + Rabbids Kingdom Battle: Gold Edition	130;	15;31;	130;
8042	Mew-Genics	6;	13;32;	6;
99027	Clash of Magic: Spectator Mode	undefined	15;	undefined
172598	Crashing Race	52;	33;	52;
18698	Rage Racer	7;	10;14;	7;
31175	Save Home	6;	13;15;31;32;	6;
140506	The Grounding	6;	32;	6;
61439	Puella Magi Madoka ☆ Magica: The Movie MAGICARD BATTLE	undefined	16;	undefined
47015	101 Dalmatians: Escape from DeVil Manor	6;14;	9;15;31;	6;14;
123122	The Museum of Anything Goes	6;	31;	6;
41293	Risa no Yousei Densetsu	51;	31;	51;
55337	Deadly Traps	6;	32;33;	6;
128012	Dress-up Traveller	6;	12;31;32;	6;
55346	Nightork Adventures 2 - Legacy of Chaos	6;	13;32;	6;
121759	Kerbal Space Program 2	6;48;49;	31;	6;48;49;
